], Pattern [name=letter_H+letter_N+letter_K+two_line, alias=P416, format=1001011111110101011011111, value=308, r=0, weight=0.0, is_eb=false, formatCode=19917535, sunNum=18
], Pattern [name=cross+two_line+four_corners, alias=P922, format=1010100100110111111110101, value=20, r=0, weight=0.0, is_eb=false, formatCode=22179829, sunNum=16
], Pattern [name=square+two_line+four_corners, alias=P923, format=1000101110110111111110001, value=20, r=0, weight=0.0, is_eb=false, formatCode=18313201, sunNum=16
], Pattern [name=square+two_line, alias=P924, format=1111111111010100111000000, value=18, r=0, weight=0.0, is_eb=false, formatCode=33532352, sunNum=15
], Pattern [name=square+two_line, alias=P925, format=0000011111010100111011111, value=18, r=0, weight=0.0, is_eb=false, formatCode=1026527, sunNum=15
], Pattern [name=square+two_line, alias=P926, format=1111101110010101111100000, value=18, r=0, weight=0.0, is_eb=false, formatCode=32975840, sunNum=15
], Pattern [name=square+two_line, alias=P927, format=0000011111010101111100000, value=18, r=0, weight=0.0, is_eb=false, formatCode=1027040, sunNum=12
], Pattern [name=square+two_line, alias=P928, format=000001110010101111111111, value=18, r=0, weight=0.0, is_eb=false, formatCode=470015, sunNum=15
], Pattern [name=square+two_line, alias=P929, format=1111101110110110111000000, value=18, r=0, weight=0.0, is_eb=false, formatCode=32992704, sunNum=15
], Pattern [name=cross+two_line, alias=P930, format=0000010011111110110010000100, value=18, r=0, weight=0.0, is_eb=false, formatCode=5237892, sunNum=12
], Pattern [name=cross+two_line, alias=P931, format=0000010000100110110010011111, value=18, r=0, weight=0.0, is_eb=false, formatCode=4353183, sunNum=12
], Pattern [name=cross+two_line, alias=P932, format=1111100100110110010000100, value=18, r=0, weight=0.0, is_eb=false, formatCode=32664708, sunNum=12
], Pattern [name=square+two_line, alias=P933, format=0000011111110110111000000, value=18, r=0, weight=0.0, is_eb=false, formatCode=1043904, sunNum=12
], Pattern [name=square+two_line, alias=P934, format=000001110110110111011111, value=18, r=0, weight=0.0, is_eb=false, formatCode=486879, sunNum=15
], Pattern [name=cross+two_line, alias=P935, format=0000010000100110111111100100, value=18, r=0, weight=0.0, is_eb=false, formatCode=4354020, sunNum=12
], Pattern [name=square+two_line, alias=P936, format=000001110110111111100000, value=18, r=0, weight=0.0, is_eb=false, formatCode=487392, sunNum=12
], Pattern [name=square+four_corners, alias=P937, format=1000101110010100111010001, value=12, r=0, weight=0.0, is_eb=false, formatCode=18295249, sunNum=12
], Pattern [name=cross+four_corners, alias=P938, format=1010100100110110010010101, value=12, r=0, weight=0.0, is_eb=false, formatCode=22178965, sunNum=12
], Pattern [name=two_line+four_corners, alias=P939, format=1000111111000000000011111, value=10, r=0, weight=0.0, is_eb=false, formatCode=18841631, sunNum=12
], Pattern [name=square, alias=P940, format=0000001110010100111000000, value=10, r=-3, weight=0.0, is_eb=false, formatCode=469440, sunNum=8
], Pattern [name=two_line+four_corners, alias=P941, format=1111111111000000000010001, value=10, r=0, weight=0.0, is_eb=false, formatCode=33521681, sunNum=12
], Pattern [name=two_line+four_corners, alias=P942, format=1111100000000001111110001, value=10, r=0, weight=0.0, is_eb=false, formatCode=32506865, sunNum=12
], Pattern [name=two_line+four_corners, alias=P943, format=1000111111000001111110001, value=10, r=0, weight=0.0, is_eb=false, formatCode=18842609, sunNum=14
], Pattern [name=two_line+four_corners, alias=P944, format=1000100000000001111111111, value=10, r=0, weight=0.0, is_eb=false, formatCode=17826815, sunNum=12
], Pattern [name=cross, alias=P945, format=0010000100110110010000100, value=10, r=-3, weight=0.0, is_eb=false, formatCode=4353156, sunNum=8
], Pattern [name=two_line+four_corners, alias=P946, format=1000111111110110000010001, value=10, r=0, weight=0.0, is_eb=false, formatCode=18869265, sunNum=13
], Pattern [name=two_line+four_corners, alias=P947, format=1000100000110110000011111, value=10, r=0, weight=0.0, is_eb=false, formatCode=17853471, sunNum=11
], Pattern [name=two_line+four_corners, alias=P948, format=1111100000110110000010001, value=10, r=0, weight=0.0, is_eb=false, formatCode=32533521, sunNum=11
], Pattern [name=two_line+four_corners, alias=P949, format=1000100000110111111110001, value=10, r=0, weight=0.0, is_eb=false, formatCode=17854449, sunNum=13
], Pattern [name=two_line, alias=P950, format=0000011111000000000011111, value=8, r=-3, weight=0.0, is_eb=false, formatCode=1015839, sunNum=10
], Pattern [name=two_line, alias=P951, format=1111100000000000000011111, value=8, r=-3, weight=0.0, is_eb=false, formatCode=32505887, sunNum=10
], Pattern [name=two_line, alias=P952, format=1111111111000000000000000, value=8, r=-3, weight=0.0, is_eb=false, formatCode=33521664, sunNum=10
], Pattern [name=two_line, alias=P953, format=1111100000000001111100000, value=8, r=-3, weight=0.0, is_eb=false, formatCode=32506848, sunNum=10
], Pattern [name=two_line, alias=P954, format=0000011111000001111100000, value=8, r=-3, weight=0.0, is_eb=false, formatCode=1016800, sunNum=10
], Pattern [name=two_line, alias=P955, format=0000000000000001111111111, value=8, r=-3, weight=0.0, is_eb=false, formatCode=1023, sunNum=10
], Pattern [name=two_line, alias=P956, format=0000011111110110000000000, value=8, r=-3, weight=0.0, is_eb=false, formatCode=1043456, sunNum=9
], Pattern [name=two_line, alias=P957, format=0000000000110110000011111, value=8, r=-3, weight=0.0, is_eb=false, formatCode=27679, sunNum=9
], Pattern [name=two_line, alias=P958, format=1111100000110110000000000, value=8, r=-3, weight=0.0, is_eb=false, formatCode=32533504, sunNum=9
], Pattern [name=two_line, alias=P959, format=0000000000110111111100000, value=8, r=-3, weight=0.0, is_eb=false, formatCode=28640, sunNum=9
], Pattern [name=four_corners, alias=P960, format=1000100000000000000010001, value=2, r=-3, weight=0.0, is_eb=false, formatCode=17825809, sunNum=4
]]]
